Start Time,Duration,Speaker,Character Count,Word Count
00:06:28.740,7s,David Mantica--Co-host!!!,97,19
00:06:36.460,5s,David Mantica--Co-host!!!,82,17
00:06:41.860,4s,David Mantica--Co-host!!!,50,8
00:06:45.460,3s,David Mantica--Co-host!!!,29,4
00:06:48.600,8s,David Mantica--Co-host!!!,104,19
00:06:56.450,7s,David Mantica--Co-host!!!,123,22
00:07:04.330,4s,David Mantica--Co-host!!!,104,18
00:07:09.130,12s,David Mantica--Co-host!!!,231,47
00:07:22.010,5s,David Mantica--Co-host!!!,91,17
00:07:27.800,7s,David Mantica--Co-host!!!,113,25
00:07:35.550,27s,Lara Hill,380,68
00:08:02.160,9s,Lara Hill,131,25
00:08:12.030,2s,Loyd Thompson,27,7
00:08:15.000,1s,Loyd Thompson,16,3
00:08:17.570,3s,Loyd Thompson,26,6
00:08:21.290,0s,David Mantica--Co-host!!!,8,1
00:08:21.620,1s,Lara Hill,12,2
00:08:23.320,0s,Loyd Thompson,5,1
00:08:24.200,0s,David Mantica--Co-host!!!,11,3
00:08:24.960,4s,David Mantica--Co-host!!!,62,11
00:08:30.010,0s,Loyd Thompson,5,1
00:08:31.280,4s,Loyd Thompson,72,17
00:08:35.169,3s,David Mantica--Co-host!!!,93,20
00:08:38.880,1s,Loyd Thompson,8,2
00:08:40.849,7s,Loyd Thompson,67,14
00:08:47.970,5s,Loyd Thompson,54,12
00:08:52.700,7s,Loyd Thompson,79,17
00:08:59.610,4s,Loyd Thompson,38,7
00:09:03.850,16s,Loyd Thompson,238,40
00:09:20.030,3s,Loyd Thompson,49,7
00:09:24.000,12s,Loyd Thompson,183,33
00:09:42.060,3s,Loyd Thompson,48,12
00:09:46.080,14s,Loyd Thompson,165,32
00:10:00.760,4s,Loyd Thompson,52,11
00:10:04.420,10s,Loyd Thompson,135,23
00:10:14.720,20s,Loyd Thompson,268,51
00:10:35.780,15s,Loyd Thompson,203,40
00:10:50.820,5s,Loyd Thompson,48,11
00:10:55.200,16s,Loyd Thompson,169,30
00:11:11.540,4s,Loyd Thompson,51,11
00:11:15.680,4s,Loyd Thompson,45,10
00:11:26.910,2s,Loyd Thompson,16,4
00:11:28.680,4s,Loyd Thompson,32,7
00:11:33.020,16s,Loyd Thompson,196,38
00:11:49.980,2s,Loyd Thompson,22,5
00:11:52.140,1s,Loyd Thompson,4,1
00:11:53.340,5s,Loyd Thompson,82,16
00:11:58.320,4s,Loyd Thompson,45,9
00:12:03.330,2s,Loyd Thompson,10,2
00:12:05.060,17s,Loyd Thompson,255,42
00:12:22.750,8s,Loyd Thompson,113,21
00:12:31.100,6s,Loyd Thompson,88,15
00:12:37.630,9s,Loyd Thompson,125,23
00:12:46.300,6s,Loyd Thompson,90,16
00:12:52.690,0s,David Mantica--Co-host!!!,4,1
00:12:53.240,0s,Loyd Thompson,5,1
00:12:53.590,4s,David Mantica--Co-host!!!,62,12
00:12:59.310,12s,Loyd Thompson,197,42
00:13:14.140,5s,David Mantica--Co-host!!!,96,19
00:13:19.540,4s,Loyd Thompson,96,23
00:13:25.010,10s,Loyd Thompson,150,32
00:13:35.180,6s,Loyd Thompson,65,12
00:13:41.410,10s,Loyd Thompson,128,25
00:13:52.380,2s,Loyd Thompson,27,6
00:13:54.970,9s,Loyd Thompson,140,27
00:14:04.020,3s,Loyd Thompson,46,9
00:14:08.770,3s,Loyd Thompson,26,6
00:14:11.470,3s,Loyd Thompson,36,8
00:14:15.150,1s,Loyd Thompson,10,3
00:14:16.800,1s,Loyd Thompson,3,1
00:14:17.950,2s,Loyd Thompson,20,5
00:14:21.270,1s,Loyd Thompson,8,2
00:14:23.300,4s,Loyd Thompson,57,9
00:14:27.400,3s,Loyd Thompson,37,8
00:14:30.780,4s,Loyd Thompson,28,6
00:14:34.960,8s,Loyd Thompson,124,20
00:14:43.360,3s,Loyd Thompson,29,7
00:14:46.860,2s,Loyd Thompson,13,1
00:14:48.710,12s,Loyd Thompson,128,22
00:15:01.580,5s,Loyd Thompson,71,10
00:15:06.440,1s,Loyd Thompson,8,1
00:15:08.130,12s,Loyd Thompson,188,34
00:15:20.860,7s,Loyd Thompson,68,13
00:15:27.200,9s,Loyd Thompson,122,20
00:15:36.820,6s,Loyd Thompson,81,18
00:15:42.630,6s,Loyd Thompson,84,18
00:15:48.550,8s,Loyd Thompson,111,22
00:15:57.060,8s,Loyd Thompson,157,26
00:16:06.590,1s,Loyd Thompson,9,2
00:16:09.270,2s,Loyd Thompson,29,6
00:16:12.540,11s,Loyd Thompson,106,22
00:16:27.110,4s,Loyd Thompson,78,16
00:16:32.080,2s,Loyd Thompson,44,10
00:16:35.670,14s,Loyd Thompson,217,42
00:16:50.500,8s,Loyd Thompson,92,18
00:16:58.870,4s,Loyd Thompson,48,7
00:17:04.990,2s,Loyd Thompson,37,6
00:17:06.420,6s,David Mantica--Co-host!!!,90,18
00:17:17.829,2s,Loyd Thompson,29,4
00:17:21.779,3s,Loyd Thompson,41,8
00:17:24.599,10s,Loyd Thompson,148,30
00:17:34.599,7s,Loyd Thompson,99,24
00:17:41.930,4s,David Mantica--Co-host!!!,59,11
00:17:45.880,1s,Loyd Thompson,3,1
00:17:47.080,3s,Loyd Thompson,66,14
00:17:51.040,4s,David Mantica--Co-host!!!,71,13
00:17:55.600,5s,Loyd Thompson,72,11
00:18:00.650,2s,David Mantica--Co-host!!!,33,6
00:18:03.330,1s,Loyd Thompson,5,1
00:18:04.510,4s,David Mantica--Co-host!!!,68,13
00:18:09.780,2s,Loyd Thompson,20,6
00:18:11.280,3s,David Mantica--Co-host!!!,55,10
00:18:14.580,1s,Loyd Thompson,8,2
00:18:15.880,3s,Loyd Thompson,35,6
00:18:19.040,7s,David Mantica--Co-host!!!,155,30
00:18:26.410,1s,Loyd Thompson,13,4
00:18:27.890,3s,Loyd Thompson,46,9
00:18:31.240,3s,Loyd Thompson,53,12
00:18:35.370,3s,David Mantica--Co-host!!!,51,10
00:18:38.870,4s,Loyd Thompson,55,12
00:18:42.840,5s,David Mantica--Co-host!!!,64,13
00:18:48.460,1s,Loyd Thompson,8,2
00:18:50.330,2s,Loyd Thompson,26,4
00:18:52.940,10s,Loyd Thompson,111,20
00:19:02.800,3s,Loyd Thompson,32,4
00:19:05.400,3s,Loyd Thompson,38,7
00:19:10.260,5s,Loyd Thompson,51,11
00:19:16.120,6s,Loyd Thompson,108,22
00:19:22.780,7s,Loyd Thompson,72,15
00:19:29.550,2s,Loyd Thompson,15,3
00:19:32.150,8s,Loyd Thompson,81,16
00:19:40.720,4s,Loyd Thompson,54,10
00:19:45.580,12s,Loyd Thompson,178,35
00:19:57.810,4s,Loyd Thompson,38,9
00:20:02.380,6s,Loyd Thompson,85,14
00:20:08.770,2s,Loyd Thompson,16,3
00:20:10.510,10s,Loyd Thompson,133,27
00:20:20.830,1s,Loyd Thompson,3,1
00:20:22.130,21s,Loyd Thompson,307,62
00:20:43.060,5s,Loyd Thompson,72,16
00:20:48.300,2s,Loyd Thompson,21,5
00:20:50.060,9s,Loyd Thompson,128,24
00:20:59.800,7s,Loyd Thompson,103,23
00:21:06.600,3s,Loyd Thompson,38,10
00:21:09.950,7s,Loyd Thompson,78,15
00:21:16.370,1s,Loyd Thompson,9,2
00:21:18.500,3s,Loyd Thompson,37,8
00:21:22.300,10s,Loyd Thompson,141,33
00:21:32.890,6s,Loyd Thompson,76,15
00:21:39.610,2s,Loyd Thompson,8,2
00:21:41.510,2s,Loyd Thompson,13,2
00:21:46.000,1s,Loyd Thompson,6,2
00:21:47.830,2s,Loyd Thompson,20,4
00:21:52.770,6s,David Mantica--Co-host!!!,117,21
00:22:01.435,1s,Loyd Thompson,5,1
00:22:03.620,2s,Loyd Thompson,28,6
00:22:05.390,1s,David Mantica--Co-host!!!,25,4
00:22:06.890,4s,Loyd Thompson,62,12
00:22:11.080,0s,David Mantica--Co-host!!!,8,2
00:22:11.430,1s,Loyd Thompson,7,2
00:22:12.730,1s,Loyd Thompson,15,2
00:22:13.950,2s,David Mantica--Co-host!!!,19,4
00:22:15.030,0s,Loyd Thompson,8,2
00:22:15.550,3s,David Mantica--Co-host!!!,79,15
00:22:19.070,1s,Loyd Thompson,29,5
00:22:22.030,2s,Loyd Thompson,25,5
00:22:27.940,2s,David Mantica--Co-host!!!,50,8
00:22:29.540,5s,Loyd Thompson,54,11
00:22:34.190,9s,David Mantica--Co-host!!!,186,32
00:22:44.280,3s,David Mantica--Co-host!!!,57,9
00:22:47.650,4s,Loyd Thompson,34,7
00:22:51.890,10s,Loyd Thompson,165,34
00:23:01.560,4s,Loyd Thompson,58,12
00:23:06.130,12s,Loyd Thompson,203,43
00:23:20.410,1s,Loyd Thompson,5,1
00:23:21.300,4s,David Mantica--Co-host!!!,84,13
00:23:30.660,3s,Loyd Thompson,45,8
00:23:34.130,2s,Loyd Thompson,22,4
00:23:36.090,3s,Loyd Thompson,50,11
00:23:39.860,4s,David Mantica--Co-host!!!,58,13
00:23:43.250,2s,David Mantica--Co-host!!!,23,3
00:23:53.350,1s,Loyd Thompson,5,1
00:23:54.690,3s,Loyd Thompson,35,9
00:23:58.020,3s,Loyd Thompson,56,13
00:24:02.380,5s,Loyd Thompson,40,8
00:24:07.320,1s,Loyd Thompson,3,1
00:24:08.490,12s,Loyd Thompson,147,34
00:24:22.130,2s,Loyd Thompson,14,2
00:24:24.340,7s,Loyd Thompson,84,16
00:24:31.800,5s,Loyd Thompson,67,11
00:24:36.910,6s,Loyd Thompson,50,9
00:24:42.310,14s,Loyd Thompson,183,38
00:24:56.600,11s,Loyd Thompson,154,33
00:25:07.610,7s,Loyd Thompson,104,23
00:25:14.440,4s,Loyd Thompson,58,13
00:25:19.130,2s,Loyd Thompson,47,11
00:25:22.160,12s,Loyd Thompson,204,43
00:25:35.660,4s,Loyd Thompson,34,8
00:25:39.880,4s,Loyd Thompson,65,14
00:25:48.600,9s,Loyd Thompson,123,26
00:25:57.620,4s,Loyd Thompson,37,8
00:26:01.510,6s,Loyd Thompson,90,18
00:26:14.650,1s,Loyd Thompson,12,2
00:26:23.700,9s,Loyd Thompson,151,30
00:26:33.270,9s,Loyd Thompson,152,32
00:26:42.730,2s,Loyd Thompson,16,4
00:26:44.810,6s,Loyd Thompson,102,20
00:26:51.190,3s,Loyd Thompson,57,11
00:26:54.600,8s,Loyd Thompson,133,26
00:27:02.870,7s,Loyd Thompson,117,25
00:27:10.700,6s,Loyd Thompson,64,13
00:27:16.690,5s,Loyd Thompson,50,12
00:27:21.190,3s,Loyd Thompson,40,9
00:27:25.150,7s,Loyd Thompson,110,22
00:27:32.970,7s,Loyd Thompson,107,21
00:27:41.180,6s,Loyd Thompson,74,13
00:27:49.140,3s,Loyd Thompson,49,12
00:27:53.650,9s,Loyd Thompson,154,29
00:28:03.850,8s,Loyd Thompson,130,29
00:28:12.600,7s,Loyd Thompson,92,17
00:28:20.730,6s,Loyd Thompson,81,19
00:28:28.120,3s,Loyd Thompson,70,13
00:28:31.810,18s,Loyd Thompson,248,49
00:28:50.550,0s,David Mantica--Co-host!!!,4,1
00:28:51.120,0s,Loyd Thompson,3,1
00:28:51.590,3s,David Mantica--Co-host!!!,48,8
00:28:56.320,2s,Loyd Thompson,37,6
00:28:58.590,4s,David Mantica--Co-host!!!,69,10
00:29:02.790,7s,Loyd Thompson,88,14
00:29:10.040,7s,Loyd Thompson,116,22
00:29:17.630,1s,David Mantica--Co-host!!!,5,1
00:29:18.100,0s,Loyd Thompson,3,1
00:29:19.210,7s,Loyd Thompson,114,17
00:29:26.860,4s,Loyd Thompson,39,10
00:29:30.410,5s,Loyd Thompson,65,13
00:29:35.510,12s,Loyd Thompson,224,46
00:29:47.590,7s,David Mantica--Co-host!!!,144,29
00:29:56.390,1s,Loyd Thompson,10,1
00:29:58.040,4s,Loyd Thompson,62,13
00:30:02.910,2s,Loyd Thompson,16,4
00:30:05.040,4s,Loyd Thompson,46,8
00:30:10.340,2s,Loyd Thompson,28,6
00:30:12.830,5s,Loyd Thompson,76,16
00:30:18.140,8s,Loyd Thompson,125,24
00:30:26.690,7s,Loyd Thompson,80,17
00:30:33.280,8s,Loyd Thompson,154,28
00:30:42.560,4s,Loyd Thompson,54,12
00:30:46.850,9s,Loyd Thompson,162,31
00:30:56.240,4s,Loyd Thompson,55,10
00:31:00.940,16s,Loyd Thompson,181,35
00:31:17.170,10s,Loyd Thompson,171,38
00:31:27.500,11s,Loyd Thompson,164,30
00:31:38.530,11s,Loyd Thompson,183,36
00:31:50.200,1s,Loyd Thompson,2,1
00:31:52.040,8s,Loyd Thompson,105,20
00:32:01.314,5s,Loyd Thompson,46,8
00:32:06.190,5s,Loyd Thompson,55,12
00:32:11.930,6s,Loyd Thompson,85,13
00:32:17.330,7s,Loyd Thompson,107,16
00:32:25.320,6s,Loyd Thompson,80,15
00:32:32.350,2s,Loyd Thompson,32,5
00:32:34.940,6s,Loyd Thompson,79,18
00:32:40.350,5s,Loyd Thompson,63,10
00:32:48.220,7s,Loyd Thompson,102,23
00:32:56.240,1s,Loyd Thompson,2,1
00:32:57.960,2s,Loyd Thompson,14,3
00:32:59.950,3s,Loyd Thompson,36,7
00:33:03.521,4s,Loyd Thompson,56,12
00:33:09.280,10s,David Mantica--Co-host!!!,179,30
00:33:20.000,0s,Loyd Thompson,5,1
00:33:21.320,2s,Loyd Thompson,27,7
00:33:24.710,3s,Loyd Thompson,48,8
00:33:27.840,2s,Loyd Thompson,23,4
00:33:29.890,5s,Loyd Thompson,85,20
00:33:36.590,6s,Loyd Thompson,82,15
00:33:42.740,5s,Loyd Thompson,71,15
00:33:48.030,2s,Loyd Thompson,22,5
00:33:51.240,6s,Loyd Thompson,74,12
00:33:58.420,9s,Loyd Thompson,120,18
00:34:07.590,3s,Loyd Thompson,35,8
00:34:11.989,5s,Loyd Thompson,65,10
00:34:16.600,3s,Loyd Thompson,34,7
00:34:19.810,3s,Loyd Thompson,42,10
00:34:22.989,11s,Loyd Thompson,132,24
00:34:33.670,5s,Loyd Thompson,46,9
00:34:38.960,4s,Loyd Thompson,56,10
00:34:43.080,7s,Loyd Thompson,110,25
00:34:51.190,2s,Loyd Thompson,31,7
00:34:53.730,3s,Loyd Thompson,29,7
00:34:56.780,1s,Loyd Thompson,7,1
00:34:59.020,1s,Loyd Thompson,7,2
00:35:00.750,5s,Loyd Thompson,59,11
00:35:08.230,5s,Loyd Thompson,97,17
00:35:14.811,3s,Loyd Thompson,38,7
00:35:17.690,6s,Loyd Thompson,60,13
00:35:24.500,1s,Loyd Thompson,7,1
00:35:26.110,2s,Loyd Thompson,17,2
00:35:28.770,3s,Loyd Thompson,14,3
00:35:31.360,2s,Loyd Thompson,11,2
00:35:34.080,1s,Loyd Thompson,12,1
00:35:39.560,1s,Loyd Thompson,16,4
00:35:44.900,7s,Loyd Thompson,92,16
00:35:53.540,2s,Loyd Thompson,10,2
00:35:55.610,2s,Loyd Thompson,12,1
00:35:57.490,1s,Loyd Thompson,11,2
00:35:58.910,2s,Loyd Thompson,11,2
00:36:05.430,3s,Loyd Thompson,37,6
00:36:08.610,2s,Loyd Thompson,20,2
00:36:10.780,4s,Loyd Thompson,39,7
00:36:14.680,7s,Loyd Thompson,93,18
00:36:21.430,8s,Loyd Thompson,114,20
00:36:30.010,9s,Loyd Thompson,129,27
00:36:55.830,3s,Loyd Thompson,22,4
00:36:59.340,4s,Loyd Thompson,59,13
00:37:07.500,1s,Loyd Thompson,23,3
00:37:09.210,2s,Loyd Thompson,32,8
00:37:14.310,0s,David Mantica--Co-host!!!,8,2
00:37:14.660,1s,Loyd Thompson,3,1
00:37:15.300,3s,David Mantica--Co-host!!!,31,7
00:37:18.590,2s,David Mantica--Co-host!!!,32,6
00:37:20.540,1s,David Mantica--Co-host!!!,19,3
00:37:24.192,3s,Loyd Thompson,29,7
00:37:28.580,10s,Loyd Thompson,115,24
00:37:38.870,13s,Loyd Thompson,194,39
00:37:51.590,2s,Loyd Thompson,20,4
00:37:53.300,6s,David Mantica--Co-host!!!,108,18
00:37:59.570,4s,David Mantica--Co-host!!!,45,9
00:38:04.260,6s,David Mantica--Co-host!!!,111,24
00:38:10.250,0s,David Mantica--Co-host!!!,10,2
00:38:10.820,5s,Loyd Thompson,53,12
00:38:15.566,3s,Loyd Thompson,43,9
00:38:18.980,11s,Loyd Thompson,159,32
00:38:29.670,1s,David Mantica--Co-host!!!,9,2
00:38:30.060,2s,Loyd Thompson,49,10
00:38:32.880,3s,David Mantica--Co-host!!!,40,7
00:38:35.470,2s,Loyd Thompson,19,4
00:38:37.110,6s,David Mantica--Co-host!!!,121,24
00:38:44.236,6s,David Mantica--Co-host!!!,97,17
00:38:51.180,2s,Loyd Thompson,31,5
00:38:54.130,5s,Loyd Thompson,58,14
00:39:00.690,3s,Loyd Thompson,26,4
00:39:03.110,4s,Loyd Thompson,47,9
00:39:08.880,3s,Loyd Thompson,36,8
00:39:12.530,2s,Loyd Thompson,17,4
00:39:14.770,1s,David Mantica--Co-host!!!,14,3
00:39:15.200,0s,Loyd Thompson,10,1
00:39:15.730,2s,David Mantica--Co-host!!!,21,4
00:39:17.530,4s,David Mantica--Co-host!!!,55,10
00:39:21.920,3s,David Mantica--Co-host!!!,44,6
00:39:25.370,1s,Loyd Thompson,8,1
00:39:26.960,3s,David Mantica--Co-host!!!,68,13
00:39:30.790,1s,Loyd Thompson,8,1
00:39:32.170,5s,Loyd Thompson,75,15
00:39:38.020,1s,Loyd Thompson,16,4
00:39:44.740,3s,Loyd Thompson,18,3
00:39:51.170,1s,Loyd Thompson,4,1
00:39:53.230,3s,Loyd Thompson,53,12
00:39:57.280,1s,Loyd Thompson,14,3
00:39:58.710,1s,Loyd Thompson,6,1
00:40:03.870,4s,Loyd Thompson,48,8
00:40:08.450,3s,Loyd Thompson,23,5
00:40:18.520,2s,Loyd Thompson,27,6
00:40:23.830,2s,Loyd Thompson,29,7
00:40:26.550,7s,Loyd Thompson,95,19
00:40:33.890,9s,Loyd Thompson,72,18
00:40:42.550,3s,Loyd Thompson,24,6
00:40:45.380,6s,Loyd Thompson,79,17
00:40:51.950,5s,Loyd Thompson,71,16
00:40:56.300,15s,Loyd Thompson,231,45
00:41:11.550,1s,Loyd Thompson,8,2
00:41:14.470,13s,Loyd Thompson,237,46
00:41:27.790,16s,David Mantica--Co-host!!!,254,43
00:41:43.280,9s,David Mantica--Co-host!!!,124,21
00:41:52.800,11s,David Mantica--Co-host!!!,196,39
00:42:03.410,10s,David Mantica--Co-host!!!,181,34
00:42:13.840,3s,David Mantica--Co-host!!!,37,6
00:42:16.930,15s,Lara Hill,225,42
00:42:31.620,16s,Lara Hill,249,47
00:42:47.810,4s,Lara Hill,70,15
00:42:52.390,2s,David Mantica--Co-host!!!,42,8
00:42:55.290,2s,David Mantica--Co-host!!!,52,10
00:42:59.290,0s,David Mantica--Co-host!!!,10,2
00:43:00.420,7s,David Mantica--Co-host!!!,135,26
00:43:08.570,16s,Lara Hill,237,45
00:43:24.800,6s,Samuel Parri,66,12
00:43:31.160,1s,Lara Hill,22,5
00:43:32.940,3s,David Mantica--Co-host!!!,59,12
00:43:37.080,2s,David Mantica--Co-host!!!,35,7
00:43:44.350,2s,Lara Hill,24,4
00:43:46.740,1s,Samuel Parri,5,1
00:43:47.870,2s,Samuel Parri,14,4
00:43:53.030,2s,Samuel Parri,28,4
00:44:06.230,1s,Samuel Parri,5,1
00:44:08.420,3s,Samuel Parri,33,8
00:44:11.680,7s,Samuel Parri,77,15
00:44:18.590,7s,Samuel Parri,115,21
00:44:26.170,6s,Samuel Parri,73,15
00:44:32.130,2s,David Mantica--Co-host!!!,40,9
00:44:34.820,8s,Samuel Parri,111,21
00:44:42.720,23s,Samuel Parri,282,52
00:45:05.500,6s,Samuel Parri,72,15
00:45:11.290,3s,Samuel Parri,44,6
00:45:14.890,15s,Samuel Parri,198,39
00:45:30.130,2s,Samuel Parri,32,5
00:45:32.760,20s,Samuel Parri,271,47
00:45:52.490,6s,Samuel Parri,67,13
00:45:58.680,8s,Samuel Parri,85,19
00:46:06.730,5s,Samuel Parri,50,6
00:46:12.450,8s,Samuel Parri,105,19
00:46:20.836,10s,Samuel Parri,108,19
00:46:30.670,4s,Samuel Parri,56,11
00:46:34.420,6s,Samuel Parri,74,14
00:46:40.750,11s,Samuel Parri,108,18
00:46:51.970,6s,Samuel Parri,61,9
00:46:57.340,14s,Samuel Parri,184,31
00:47:12.280,2s,Samuel Parri,36,7
00:47:14.900,3s,Samuel Parri,31,6
00:47:17.660,16s,Samuel Parri,186,30
00:47:33.210,2s,Samuel Parri,20,3
00:47:35.350,10s,Samuel Parri,142,28
00:47:46.160,7s,Samuel Parri,107,19
00:47:53.800,3s,Samuel Parri,38,7
00:47:56.590,8s,Samuel Parri,76,11
00:48:04.830,11s,Samuel Parri,135,27
00:48:15.980,12s,Samuel Parri,129,25
00:48:28.100,5s,Samuel Parri,80,12
00:48:33.750,12s,Samuel Parri,124,21
00:48:45.490,12s,Samuel Parri,143,25
00:48:58.030,0s,Samuel Parri,2,1
00:48:59.140,1s,Samuel Parri,21,5
00:49:00.970,2s,Samuel Parri,13,3
00:49:02.660,2s,Samuel Parri,16,3
00:49:05.400,2s,Samuel Parri,31,8
00:49:08.100,5s,Samuel Parri,73,15
00:49:13.760,15s,Samuel Parri,152,29
00:49:29.020,27s,Samuel Parri,345,64
00:49:56.180,9s,Samuel Parri,119,24
00:50:06.020,2s,Samuel Parri,25,6
00:50:08.890,7s,Samuel Parri,79,15
00:50:15.920,4s,Samuel Parri,41,10
00:50:19.650,3s,Samuel Parri,23,5
00:50:22.750,4s,Samuel Parri,36,6
00:50:26.400,4s,Samuel Parri,32,7
00:50:30.570,2s,Samuel Parri,17,3
00:50:32.650,3s,Samuel Parri,34,5
00:50:35.590,2s,Samuel Parri,15,4
00:50:37.170,4s,Samuel Parri,50,9
00:50:41.570,3s,Samuel Parri,32,7
00:50:44.870,4s,Samuel Parri,47,8
00:50:48.890,10s,Samuel Parri,105,16
00:50:58.680,3s,Samuel Parri,32,4
00:51:02.070,2s,Samuel Parri,19,4
00:51:04.640,3s,Samuel Parri,24,5
00:51:07.410,2s,Samuel Parri,24,5
00:51:09.730,4s,Samuel Parri,36,6
00:51:13.480,6s,Samuel Parri,64,11
00:51:20.200,5s,Samuel Parri,64,13
00:51:26.080,3s,Samuel Parri,31,6
00:51:29.460,6s,Samuel Parri,61,11
00:51:35.260,6s,Samuel Parri,64,12
00:51:41.470,4s,Samuel Parri,46,9
00:51:45.590,3s,Samuel Parri,35,4
00:51:48.200,2s,Samuel Parri,23,5
00:51:51.020,0s,Samuel Parri,9,2
00:51:52.370,5s,Samuel Parri,56,10
00:51:58.140,5s,Samuel Parri,42,9
00:52:04.290,7s,Samuel Parri,89,19
00:52:12.450,8s,Lara Hill,127,27
00:52:20.290,1s,Samuel Parri,23,4
00:52:21.900,3s,Lara Hill,27,7
00:52:24.450,9s,Samuel Parri,91,17
00:52:33.720,1s,Samuel Parri,5,1
00:52:34.580,4s,David Mantica--Co-host!!!,82,16
00:52:39.360,6s,David Mantica--Co-host!!!,142,28
00:52:45.690,4s,Samuel Parri,67,13
00:52:49.920,5s,Samuel Parri,51,10
00:52:54.420,1s,Samuel Parri,12,3
00:52:55.710,5s,Samuel Parri,56,9
00:53:00.870,3s,Samuel Parri,25,4
00:53:03.260,1s,Samuel Parri,4,1
00:53:04.300,3s,Samuel Parri,30,4
00:53:07.780,21s,Samuel Parri,274,51
00:53:28.760,10s,Samuel Parri,124,22
00:53:39.430,9s,Samuel Parri,115,19
00:53:49.080,3s,Samuel Parri,42,9
00:53:53.160,2s,Samuel Parri,24,5
00:53:56.210,6s,Samuel Parri,71,15
00:54:02.620,6s,Samuel Parri,52,10
00:54:08.210,3s,Samuel Parri,33,7
00:54:11.700,3s,Samuel Parri,22,4
00:54:15.370,17s,Samuel Parri,199,32
00:54:32.550,1s,Samuel Parri,13,3
00:54:34.130,6s,Samuel Parri,75,12
00:54:40.360,6s,Samuel Parri,63,9
00:54:46.520,4s,Samuel Parri,38,6
00:54:50.220,1s,Samuel Parri,21,3
00:54:52.110,15s,Samuel Parri,177,27
00:55:07.980,2s,Samuel Parri,14,3
00:55:09.480,7s,Samuel Parri,81,9
00:55:16.190,4s,Samuel Parri,46,7
00:55:20.990,8s,Samuel Parri,89,12
00:55:29.130,13s,Samuel Parri,142,20
00:55:42.240,4s,Samuel Parri,36,5
00:55:47.100,7s,Samuel Parri,75,14
00:55:54.320,11s,Samuel Parri,114,16
00:56:06.100,13s,Samuel Parri,152,25
00:56:19.580,12s,Samuel Parri,117,18
00:56:31.200,2s,Samuel Parri,12,2
00:56:33.560,14s,Samuel Parri,167,27
00:56:47.270,7s,Samuel Parri,76,10
00:56:54.370,4s,Samuel Parri,29,4
00:56:58.470,4s,Samuel Parri,39,7
00:57:02.440,2s,Samuel Parri,27,4
00:57:04.770,5s,Samuel Parri,83,15
00:57:09.670,16s,Samuel Parri,193,37
00:57:25.720,3s,Samuel Parri,30,6
00:57:28.740,7s,Samuel Parri,61,11
00:57:36.600,3s,Samuel Parri,23,3
00:57:39.570,2s,Samuel Parri,23,5
00:57:42.100,3s,Samuel Parri,31,7
00:57:45.640,3s,Samuel Parri,27,4
00:57:48.730,3s,Samuel Parri,23,4
